race_id,race_name,date,surface,distance,track_condition,class,finish_position,gate,horse_no,horse_name,horse_id,jockey_name,jockey_id,trainer_name,trainer_id,horse_weight,horse_weight_diff
202546101209,Celeste Oath記念(B2),2025-10-12,ダ,1400,良,B,10,7,7,エイシンティップス,2018105939,魚住謙心,result,鋤田誠二,result,486,-1.0
202546101210,お姉ちゃんたち、お土産待ってるね記念(B2),2025-10-12,ダ,1400,良,B,1,2,2,アギト,2016101634,栗原大河,result,菅原欣也,result,504,6.0
202546101210,お姉ちゃんたち、お土産待ってるね記念(B2),2025-10-12,ダ,1400,良,B,2,1,1,ブレイクネック,2020103976,山中悠希,result,堀場裕充,result,527,2.0
202546101210,お姉ちゃんたち、お土産待ってるね記念(B2),2025-10-12,ダ,1400,良,B,3,6,6,リンクアームズ,2021100128,吉田晃浩,result,田嶋弘幸,result,393,1.0
202546101210,お姉ちゃんたち、お土産待ってるね記念(B2),2025-10-12,ダ,1400,良,B,4,3,3,ブザービート,2018103600,松戸政也,result,宗綱泰彦,result,455,1.0
202546101210,お姉ちゃんたち、お土産待ってるね記念(B2),2025-10-12,ダ,1400,良,B,5,4,4,ルヴォンサンライズ,2021102464,柴田勇真,result,高橋優子,result,458,1.0
202546101210,お姉ちゃんたち、お土産待ってるね記念(B2),2025-10-12,ダ,1400,良,B,6,8,8,ソウルユニバンス,2017105358,青柳正義,result,中川雅之,result,493,3.0
202546101210,お姉ちゃんたち、お土産待ってるね記念(B2),2025-10-12,ダ,1400,良,B,7,5,5,シェルターベルト,2021106808,魚住謙心,result,高橋俊之,result,479,-11.0
202546101210,お姉ちゃんたち、お土産待ってるね記念(B2),2025-10-12,ダ,1400,良,B,8,7,7,ステラータアイズ,2020102478,服部大地,result,川添明弘,result,470,-1.0
202546100701,C218,2025-10-07,ダ,1400,良,C,1,4,4,デルマラメール,2022101970,加藤翔馬,result,加藤和義,result,444,-4.0
202546100701,C218,2025-10-07,ダ,1400,良,C,2,3,3,マリアディオーサ,2022104023,栗原大河,result,高橋俊之,result,452,-4.0
202546100701,C218,2025-10-07,ダ,1400,良,C,3,5,5,ローレルランウェイ,2022107010,魚住謙心,result,加藤和義,result,455,5.0
202546100701,C218,2025-10-07,ダ,1400,良,C,4,6,6,タイショウロマン,2022101206,松戸政也,result,高橋優子,result,439,7.0
202546100701,C218,2025-10-07,ダ,1400,良,C,5,8,8,ユナパール,2022104261,青柳正義,result,池田敦,result,515,29.0
202546100701,C218,2025-10-07,ダ,1400,良,C,6,1,1,ジャスミンガール,2022100498,服部大地,result,川添明弘,result,454,8.0
202546100701,C218,2025-10-07,ダ,1400,良,C,7,7,7,ヴィーショラ,2022101070,吉田晃浩,result,佐藤茂,result,420,-1.0
202546100701,C218,2025-10-07,ダ,1400,良,C,8,2,2,ティルナノーグ,2022100137,兼子千央,result,井樋一也,result,470,3.0
202546100702,C217,2025-10-07,ダ,1400,良,C,1,2,2,グランヴァルール,2022104131,松戸政也,result,菅原欣也,result,461,-13.0
202546100702,C217,2025-10-07,ダ,1400,良,C,2,3,3,ファータビアンカ,2022103300,甲賀弘隆,result,高橋俊之,result,454,-8.0
202546100702,C217,2025-10-07,ダ,1400,良,C,3,5,5,アレクレア,2022104851,加藤翔馬,result,堀場裕充,result,422,0.0
202546100702,C217,2025-10-07,ダ,1400,良,C,4,7,7,ヌーヴェルソール,2022100272,中島龍也,result,加藤和宏,result,440,16.0
202546100702,C217,2025-10-07,ダ,1400,良,C,5,8,8,ハクサンアンタレス,2022100233,栗原大河,result,堀場裕充,result,474,12.0
202546100702,C217,2025-10-07,ダ,1400,良,C,6,6,6,ロッピス,2022103309,柴田勇真,result,金田一昌,result,423,0.0
202546100702,C217,2025-10-07,ダ,1400,良,C,7,1,1,チャンドラマハル,2022105517,魚住謙心,result,高橋優子,result,492,-8.0
202546100702,C217,2025-10-07,ダ,1400,良,C,8,4,4,ヴィオラソナタ,2022101639,青柳正義,result,鈴木正也,result,510,-5.0
202546100703,MASAYUKI☆AKANE結婚記念(C2),2025-10-07,ダ,1500,良,A,1,3,3,オメガストリーム,2022105292,中島龍也,result,井樋一也,result,464,-12.0
202546100703,MASAYUKI☆AKANE結婚記念(C2),2025-10-07,ダ,1500,良,A,2,4,4,ブランクシート,2022101671,吉田晃浩,result,佐藤茂,result,463,-6.0
202546100703,MASAYUKI☆AKANE結婚記念(C2),2025-10-07,ダ,1500,良,A,3,1,1,ダイユウブルー,2022105855,栗原大河,result,室井眞文,result,410,8.0
202546100703,MASAYUKI☆AKANE結婚記念(C2),2025-10-07,ダ,1500,良,A,4,5,5,エレガンスドパリ,2022105515,魚住謙心,result,加藤和義,result,376,9.0
202546100703,MASAYUKI☆AKANE結婚記念(C2),2025-10-07,ダ,1500,良,A,5,7,7,クラリフィエ,2022107327,甲賀弘隆,result,中川雅之,result,452,0.0
202546100703,MASAYUKI☆AKANE結婚記念(C2),2025-10-07,ダ,1500,良,A,6,2,2,フェリシアムーン,2022101370,加藤翔馬,result,加藤和義,result,413,-3.0
202546100703,MASAYUKI☆AKANE結婚記念(C2),2025-10-07,ダ,1500,良,A,7,6,6,クァンタムリード,2022107385,服部大地,result,川添明弘,result,413,-3.0
202546100704,C215,2025-10-07,ダ,1500,良,C,1,3,3,エファセデリエール,2022105221,柴田勇真,result,金田一昌,result,473,-11.0
202546100704,C215,2025-10-07,ダ,1500,良,C,2,1,1,アイルシャンス,2022101474,服部大地,result,川添明弘,result,448,6.0
202546100704,C215,2025-10-07,ダ,1500,良,C,3,2,2,シフグナーデ,2022101107,吉田晃浩,result,田嶋弘幸,result,428,-1.0
202546100704,C215,2025-10-07,ダ,1500,良,C,4,4,4,サンマルエポック,2022102718,魚住謙心,result,菅原欣也,result,418,-7.0
202546100704,C215,2025-10-07,ダ,1500,良,C,5,6,6,エントロピー,2022101797,平瀬城久,result,黒木豊,result,395,-3.0
202546100704,C215,2025-10-07,ダ,1500,良,C,6,5,5,プティミニョン,2022107249,栗原大河,result,高橋俊之,result,417,-1.0
202546100704,C215,2025-10-07,ダ,1500,良,C,7,7,7,バチェラーパーティ,2022106370,松戸政也,result,宗綱泰彦,result,487,-10.0
202546100704,C215,2025-10-07,ダ,1500,良,C,8,8,8,バーチャルアイドル,2022106692,加藤翔馬,result,加藤和義,result,434,2.0
202546100705,りきちゃん☆はるちゃん結婚記念(C2),2025-10-07,ダ,1400,良,C,1,6,6,パブリックスフィア,2022105408,中島龍也,result,加藤和宏,result,446,0.0
202546100705,りきちゃん☆はるちゃん結婚記念(C2),2025-10-07,ダ,1400,良,C,2,8,8,リケアエスプレッソ,2022102173,栗原大河,result,加藤和義,result,456,-2.0
202546100705,りきちゃん☆はるちゃん結婚記念(C2),2025-10-07,ダ,1400,良,C,3,3,3,ソラムパレード,2022102344,青柳正義,result,鈴木正也,result,492,3.0
202546100705,りきちゃん☆はるちゃん結婚記念(C2),2025-10-07,ダ,1400,良,C,4,5,5,ピュアコレクション,2022105497,加藤翔馬,result,加藤和義,result,459,2.0
202546100705,りきちゃん☆はるちゃん結婚記念(C2),2025-10-07,ダ,1400,良,C,5,1,1,グレイトミッション,2018104471,松戸政也,result,井樋一也,result,442,5.0
202546100705,りきちゃん☆はるちゃん結婚記念(C2),2025-10-07,ダ,1400,良,C,6,2,2,ソープストーン,2022107049,柴田勇真,result,金田一昌,result,399,0.0
202546100705,りきちゃん☆はるちゃん結婚記念(C2),2025-10-07,ダ,1400,良,C,7,4,4,ヴェリーヌ,2022106783,平瀬城久,result,黒木豊,result,413,-2.0
202546100705,りきちゃん☆はるちゃん結婚記念(C2),2025-10-07,ダ,1400,良,C,8,7,7,ベルツリー,2022106270,魚住謙心,result,鋤田誠二,result,468,-2.0
202546100706,C213,2025-10-07,ダ,1400,良,C,1,3,3,ナックシュバリエ,2022105307,加藤翔馬,result,中川雅之,result,501,13.0
202546100706,C213,2025-10-07,ダ,1400,良,C,2,4,4,シャンハイノハナ,2022100186,青柳正義,result,中川雅之,result,443,-1.0
202546100706,C213,2025-10-07,ダ,1400,良,C,3,6,6,マジョッコピロコ,2022106257,松戸政也,result,井樋一也,result,470,20.0
202546100706,C213,2025-10-07,ダ,1400,良,C,4,5,5,ウィズマイマミー,2022106346,魚住謙心,result,金田一昌,result,440,5.0
202546100706,C213,2025-10-07,ダ,1400,良,C,5,1,1,ジューンシェイド,2022100198,柴田勇真,result,中川雅之,result,441,0.0
202546100706,C213,2025-10-07,ダ,1400,良,C,6,8,8,マジックスクロール,2022103320,服部大地,result,宗綱泰彦,result,441,0.0
202546100706,C213,2025-10-07,ダ,1400,良,C,7,2,2,ルビーリング,2021103308,甲賀弘隆,result,高橋優子,result,441,8.0
202546100706,C213,2025-10-07,ダ,1400,良,C,8,7,7,ダイユウボンバー,2022101943,栗原大河,result,井樋一也,result,445,1.0
202546100707,おにぎりためめん結婚しました記念(C2),2025-10-07,ダ,1500,良,C,1,1,1,タワークライマー,2022103334,松戸政也,result,金田一昌,result,445,2.0
202546100707,おにぎりためめん結婚しました記念(C2),2025-10-07,ダ,1500,良,C,2,6,6,フェスティヴイリス,2022102384,中島龍也,result,井樋一也,result,420,-3.0
202546100707,おにぎりためめん結婚しました記念(C2),2025-10-07,ダ,1500,良,C,3,3,3,スマートピリカ,2022103948,加藤翔馬,result,堀場裕充,result,468,1.0
202546100707,おにぎりためめん結婚しました記念(C2),2025-10-07,ダ,1500,良,C,4,8,8,カナメイシ,2022101613,兼子千央,result,井樋一也,result,466,4.0
202546100707,おにぎりためめん結婚しました記念(C2),2025-10-07,ダ,1500,良,C,5,4,4,ゴールドラブリー,2022106848,甲賀弘隆,result,中川雅之,result,427,2.0
202546100707,おにぎりためめん結婚しました記念(C2),2025-10-07,ダ,1500,良,C,6,7,7,ラストヨンマル,2022106015,栗原大河,result,高橋俊之,result,463,-2.0
202546100707,おにぎりためめん結婚しました記念(C2),2025-10-07,ダ,1500,良,C,7,5,5,ランフォーリリーズ,2021105246,服部大地,result,高橋優子,result,423,0.0
202546100708,C211,2025-10-07,ダ,1500,良,C,1,8,8,ジーナアクトレス,2022104842,中島龍也,result,加藤和宏,result,476,0.0
202546100708,C211,2025-10-07,ダ,1500,良,C,2,5,5,ジーティーカメリア,2022100174,米倉知,result,池田敦,result,561,8.0
202546100708,C211,2025-10-07,ダ,1500,良,C,3,2,2,タッチザシーリング,2022105393,兼子千央,result,川添明弘,result,444,5.0
202546100708,C211,2025-10-07,ダ,1500,良,C,4,7,7,ヴェルトツィール,2022107166,栗原大河,result,宗綱泰彦,result,504,0.0
202546100708,C211,2025-10-07,ダ,1500,良,C,5,4,4,コスモリスナー,2022106789,青柳正義,result,加藤和宏,result,520,2.0
202546100708,C211,2025-10-07,ダ,1500,良,C,6,3,3,アイトカコイトカ,2022109083,魚住謙心,result,藤田弘治,result,461,-3.0
202546100708,C211,2025-10-07,ダ,1500,良,C,7,6,6,コイララ,2021102537,平瀬城久,result,鈴木正也,result,421,9.0
202546100708,C211,2025-10-07,ダ,1500,良,C,8,1,1,エンムスビ,2021103858,加藤翔馬,result,室井眞文,result,480,0.0
202546100709,C210,2025-10-07,ダ,1400,良,C,1,6,6,ダイユウルージュ,2022107169,栗原大河,result,高橋俊之,result,436,-11.0
202546100709,C210,2025-10-07,ダ,1400,良,C,2,2,2,ジーティーグロウ,2022105765,青柳正義,result,中川雅之,result,445,1.0
202546100709,C210,2025-10-07,ダ,1400,良,C,3,1,1,カレンスカーレル,2022105804,平瀬城久,result,黒木豊,result,456,0.0
202546100709,C210,2025-10-07,ダ,1400,良,C,4,3,3,ユイノクニマレ,2022100802,松戸政也,result,宗綱泰彦,result,419,1.0
202546100709,C210,2025-10-07,ダ,1400,良,C,5,4,4,ビッグポケット,2021103914,魚住謙心,result,金田一昌,result,491,1.0
202546100709,C210,2025-10-07,ダ,1400,良,C,6,5,5,ホークビッツ,2021107357,甲賀弘隆,result,宗綱泰彦,result,404,9.0
202546100710,B14,2025-10-07,ダ,1500,良,B,1,7,8,メイショウヒメゴゼ,2019104097,中島龍也,result,井樋一也,result,478,-2.0
202546100710,B14,2025-10-07,ダ,1500,良,B,2,2,2,レギウス,2021103048,米倉知,result,藤田弘治,result,473,1.0
202546100710,B14,2025-10-07,ダ,1500,良,B,3,3,3,コウユーラヴラヴ,2018100213,青柳正義,result,高橋俊之,result,485,-4.0
202546100710,B14,2025-10-07,ダ,1500,良,B,4,8,10,ビューティーハニー,2021101014,加藤翔馬,result,中川雅之,result,400,1.0
202546100710,B14,2025-10-07,ダ,1500,良,B,5,6,6,シルバーステラ,2020105053,松戸政也,result,井樋一也,result,438,-1.0
202546100710,B14,2025-10-07,ダ,1500,良,B,6,5,5,ステイグリーン,2016110129,甲賀弘隆,result,黒木豊,result,529,-2.0
202546100710,B14,2025-10-07,ダ,1500,良,B,7,7,9,フリージングフォグ,2021101628,栗原大河,result,加藤和義,result,473,0.0
202546100710,B14,2025-10-07,ダ,1500,良,B,8,1,1,サノノリッチ,2021102057,柴田勇真,result,加藤和宏,result,427,-5.0
202546100710,B14,2025-10-07,ダ,1500,良,B,9,4,4,メイショウメイボク,2021103076,平瀬城久,result,藤田弘治,result,458,-8.0
202546100710,B14,2025-10-07,ダ,1500,良,B,10,8,11,オレンジダンサー,2021105395,魚住謙心,result,金田一昌,result,449,0.0
202546100710,B14,2025-10-07,ダ,1500,良,B,11,6,7,オートヴィル,2015105419,吉田晃浩,result,田嶋弘幸,result,526,7.0
202546100711,B13,2025-10-07,ダ,1400,良,B,1,7,7,スマイルクオーツ,2021102938,青柳正義,result,加藤和宏,result,457,0.0
202546100711,B13,2025-10-07,ダ,1400,良,B,2,5,5,イモータルソウル,2018103802,中島龍也,result,加藤和宏,result,468,2.0
202546100711,B13,2025-10-07,ダ,1400,良,B,3,1,1,ダフニス,2019101402,甲賀弘隆,result,高橋俊之,result,430,1.0
202546100711,B13,2025-10-07,ダ,1400,良,B,4,2,2,ミーハディビーナ,2017103323,松戸政也,result,菅原欣也,result,448,-1.0
202546100711,B13,2025-10-07,ダ,1400,良,B,5,8,10,タマハガネ,2021100865,栗原大河,result,池田敦,result,407,0.0
202546100711,B13,2025-10-07,ダ,1400,良,B,6,7,8,エイシンゴーオン,2021102523,米倉知,result,池田敦,result,479,0.0
202546100711,B13,2025-10-07,ダ,1400,良,B,7,6,6,モノクロームスター,2020106576,柴田勇真,result,加藤和宏,result,496,-4.0
202546100711,B13,2025-10-07,ダ,1400,良,B,8,3,3,ヨハン,2016103115,加藤翔馬,result,加藤和義,result,436,4.0
202546100711,B13,2025-10-07,ダ,1400,良,B,9,4,4,ファビュラスロード,2021107176,吉田晃浩,result,鋤田誠二,result,475,2.0
202546100711,B13,2025-10-07,ダ,1400,良,B,10,8,9,ゴルトレオパルト,2020106004,魚住謙心,result,加藤和宏,result,475,-21.0
202546100712,ポイントでネット投票!楽天競馬特別(A2),2025-10-07,ダ,1400,良,A,1,1,1,シントーツバキ,2020101826,栗原大河,result,池田敦,result,430,9.0
202546100712,ポイントでネット投票!楽天競馬特別(A2),2025-10-07,ダ,1400,良,A,2,6,6,ゴールドレコーダー,2020105836,甲賀弘隆,result,中川雅之,result,440,0.0
202546100712,ポイントでネット投票!楽天競馬特別(A2),2025-10-07,ダ,1400,良,A,3,7,7,サエチ,2019103808,中島龍也,result,高橋俊之,result,500,2.0
202546100712,ポイントでネット投票!楽天競馬特別(A2),2025-10-07,ダ,1400,良,A,4,2,2,アンダーレ,2019105953,魚住謙心,result,菅原欣也,result,456,6.0
202546100712,ポイントでネット投票!楽天競馬特別(A2),2025-10-07,ダ,1400,良,A,5,5,5,コルニリア,2017104267,松戸政也,result,金田一昌,result,453,3.0
202546100712,ポイントでネット投票!楽天競馬特別(A2),2025-10-07,ダ,1400,良,A,6,8,8,フェイマスダンディ,2018102643,吉田晃浩,result,佐藤茂,result,495,2.0
202546100712,ポイントでネット投票!楽天競馬特別(A2),2025-10-07,ダ,1400,良,A,7,3,3,メイショウゴルシ,2020106849,柴田勇真,result,加藤和宏,result,471,9.0
202546100712,ポイントでネット投票!楽天競馬特別(A2),2025-10-07,ダ,1400,良,A,8,8,9,レムリアンシード,2017101524,加藤翔馬,result,堀場裕充,result,451,-5.0
202546100712,ポイントでネット投票!楽天競馬特別(A2),2025-10-07,ダ,1400,良,A,9,4,4,ソングフォーユー,2019101133,青柳正義,result,加藤和宏,result,469,0.0
202546100601,さくらってぃ誕生日おめでとう(C2),2025-10-06,ダ,1500,良,C,1,3,3,カツノダイヤ,2022104115,青柳正義,result,中川雅之,result,444,8.0
202546100601,さくらってぃ誕生日おめでとう(C2),2025-10-06,ダ,1500,良,C,2,8,9,ヴェルドロ,2022104670,栗原大河,result,高橋俊之,result,468,0.0
202546100601,さくらってぃ誕生日おめでとう(C2),2025-10-06,ダ,1500,良,C,3,2,2,アユツリムスメ,2022100237,加藤翔馬,result,加藤和義,result,445,3.0
202546100601,さくらってぃ誕生日おめでとう(C2),2025-10-06,ダ,1500,良,C,4,4,4,リケアダージリン,2022104576,吉原寛人,result,加藤和義,result,431,0.0
202546100601,さくらってぃ誕生日おめでとう(C2),2025-10-06,ダ,1500,良,C,5,1,1,ベンメリア,2022103321,中島龍也,result,金田一昌,result,483,-5.0
202546100601,さくらってぃ誕生日おめでとう(C2),2025-10-06,ダ,1500,良,C,6,7,7,ゴーシェナイト,2019105475,兼子千央,result,井樋一也,result,505,-3.0
202546100601,さくらってぃ誕生日おめでとう(C2),2025-10-06,ダ,1500,良,C,7,5,5,キンコンテーラー,2021103734,吉田晃浩,result,佐藤茂,result,447,7.0
202546100601,さくらってぃ誕生日おめでとう(C2),2025-10-06,ダ,1500,良,C,8,6,6,ララセリーヌ,2022107380,魚住謙心,result,菅原欣也,result,454,-3.0
202546100601,さくらってぃ誕生日おめでとう(C2),2025-10-06,ダ,1500,良,C,9,8,8,ツルガドマリ,2022104103,服部大地,result,菅原欣也,result,466,8.0
202546100602,C28,2025-10-06,ダ,1500,良,C,1,2,2,ドゥラルーナ,2022101725,加藤翔馬,result,鋤田誠二,result,477,19.0
202546100602,C28,2025-10-06,ダ,1500,良,C,2,8,8,ノーブルジェネシス,2022100680,魚住謙心,result,鋤田誠二,result,493,1.0
202546100602,C28,2025-10-06,ダ,1500,良,C,3,7,7,イイデテッシン,2022107141,吉田晃浩,result,佐藤茂,result,536,8.0
202546100602,C28,2025-10-06,ダ,1500,良,C,4,6,6,チェンマイルージュ,2016102737,松戸政也,result,高橋優子,result,471,-9.0
202546100602,C28,2025-10-06,ダ,1500,良,C,5,3,3,ロワゾブルーチヌ,2022104140,青柳正義,result,堀場裕充,result,502,2.0
202546100602,C28,2025-10-06,ダ,1500,良,C,6,4,4,アンザンタカヒロ,2017102183,柴田勇真,result,吉井一良,result,468,3.0
202546100602,C28,2025-10-06,ダ,1500,良,C,7,5,5,ドラゴンムスメ,2022103568,平瀬城久,result,池田敦,result,451,10.0
202546100602,C28,2025-10-06,ダ,1500,良,C,8,1,1,バッキンガムパレス,2022101688,中島龍也,result,井樋一也,result,494,10.0
202546100603,C27,2025-10-06,ダ,1400,良,C,1,6,6,ブルーラジカル,2022102672,中島龍也,result,金田一昌,result,461,-1.0
202546100603,C27,2025-10-06,ダ,1400,良,C,2,1,1,トウショウクラウド,2022104194,青柳正義,result,佐藤茂,result,461,5.0
202546100603,C27,2025-10-06,ダ,1400,良,C,3,4,4,ブラボーキリシマ,2021104082,平瀬城久,result,池田敦,result,436,-6.0
202546100603,C27,2025-10-06,ダ,1400,良,C,4,5,5,ハイムリヒカイザー,2022105641,魚住謙心,result,佐藤茂,result,455,-2.0
202546100603,C27,2025-10-06,ダ,1400,良,C,5,8,8,シヴァガミ,2022106388,吉田晃浩,result,佐藤茂,result,497,-3.0
202546100603,C27,2025-10-06,ダ,1400,良,C,6,2,2,チャームフォラック,2016105112,服部大地,result,吉井一良,result,479,-10.0
202546100603,C27,2025-10-06,ダ,1400,良,C,7,7,7,ナムラジャクソン,2020106189,松戸政也,result,吉井一良,result,515,5.0
202546100603,C27,2025-10-06,ダ,1400,良,C,8,3,3,ラトラディシオン,2022100695,甲賀弘隆,result,高橋優子,result,477,-5.0
202546100604,ラジ96☆5周年おめでとう記念(C2),2025-10-06,ダ,1400,良,C,1,2,2,スナドケイ,2022103751,青柳正義,result,加藤和宏,result,489,-8.0
202546100604,ラジ96☆5周年おめでとう記念(C2),2025-10-06,ダ,1400,良,C,2,6,6,カズノマリア,2022106696,魚住謙心,result,鈴木正也,result,460,-3.0
202546100604,ラジ96☆5周年おめでとう記念(C2),2025-10-06,ダ,1400,良,C,3,4,4,マルカンマイヤー,2021107015,吉田晃浩,result,高橋優子,result,534,2.0
202546100604,ラジ96☆5周年おめでとう記念(C2),2025-10-06,ダ,1400,良,C,4,3,3,サスケペタル,2022102677,松戸政也,result,金田一昌,result,487,-1.0
202546100604,ラジ96☆5周年おめでとう記念(C2),2025-10-06,ダ,1400,良,C,5,1,1,ピエノダモーレ,2022106234,兼子千央,result,井樋一也,result,470,12.0
202546100604,ラジ96☆5周年おめでとう記念(C2),2025-10-06,ダ,1400,良,C,6,7,7,ティアップファイト,2021100725,甲賀弘隆,result,菅原欣也,result,469,0.0
202546100604,ラジ96☆5周年おめでとう記念(C2),2025-10-06,ダ,1400,良,C,7,8,8,ビクトリーフォース,2021105043,栗原大河,result,菅原欣也,result,493,5.0
202546100604,ラジ96☆5周年おめでとう記念(C2),2025-10-06,ダ,1400,良,C,8,5,5,ウインドアカネール,2020103950,柴田勇真,result,野田幸雄,result,469,-4.0
202546100605,C25,2025-10-06,ダ,1500,良,C,1,3,3,コットンフラワー,2022101365,松戸政也,result,川添明弘,result,429,6.0
202546100605,C25,2025-10-06,ダ,1500,良,C,2,4,4,サトゥーア,2022102372,柴田勇真,result,金田一昌,result,464,-4.0
202546100605,C25,2025-10-06,ダ,1500,良,C,3,1,1,ボガトイーリ,2021102123,栗原大河,result,菅原欣也,result,432,-5.0
202546100605,C25,2025-10-06,ダ,1500,良,C,4,5,5,モリブトバクカジ,2022103338,甲賀弘隆,result,宗綱泰彦,result,451,1.0
202546100605,C25,2025-10-06,ダ,1500,良,C,4,6,6,クラッパーボード,2020103678,兼子千央,result,川添明弘,result,563,-1.0
202546100606,C24,2025-10-06,ダ,1500,良,C,1,6,6,キャプティバ,2022103312,加藤翔馬,result,堀場裕充,result,508,-5.0
202546100606,C24,2025-10-06,ダ,1500,良,C,2,3,3,セイラダンサー,2022106503,柴田勇真,result,金田一昌,result,437,5.0
202546100606,C24,2025-10-06,ダ,1500,良,C,3,1,1,ジャッカルズサン,2020101393,青柳正義,result,藤田弘治,result,432,3.0
202546100606,C24,2025-10-06,ダ,1500,良,C,4,5,5,ルビーライト,2022106523,吉田晃浩,result,鋤田誠二,result,476,1.0
202546100606,C24,2025-10-06,ダ,1500,良,C,5,4,4,チェリーアトラス,2016102544,平瀬城久,result,黒木豊,result,499,4.0
202546100606,C24,2025-10-06,ダ,1500,良,C,6,2,2,マイネルパリオート,2018102144,甲賀弘隆,result,宗綱泰彦,result,461,-1.0
202546100606,C24,2025-10-06,ダ,1500,良,C,7,7,7,インティメート,2021102586,服部大地,result,川添明弘,result,467,-5.0
202546100607,Misskey競馬部百万ノート記念(C2),2025-10-06,ダ,1400,良,C,1,2,2,ルクスデルフィー,2021103937,加藤翔馬,result,中川雅之,result,463,5.0
202546100607,Misskey競馬部百万ノート記念(C2),2025-10-06,ダ,1400,良,C,2,7,7,ムータニ,2022105374,甲賀弘隆,result,高橋俊之,result,495,5.0
202546100607,Misskey競馬部百万ノート記念(C2),2025-10-06,ダ,1400,良,C,3,1,1,カットビホッキマン,2020100790,青柳正義,result,佐藤茂,result,426,-3.0
202546100607,Misskey競馬部百万ノート記念(C2),2025-10-06,ダ,1400,良,C,4,3,3,ワンダフルガイ,2021109081,吉田晃浩,result,田嶋弘幸,result,535,0.0
202546100607,Misskey競馬部百万ノート記念(C2),2025-10-06,ダ,1400,良,C,5,6,6,サンオブアマゾン,2020102396,兼子千央,result,井樋一也,result,489,-7.0
202546100607,Misskey競馬部百万ノート記念(C2),2025-10-06,ダ,1400,良,C,6,8,8,カリフォルニアボム,2022107280,中島龍也,result,高橋俊之,result,459,1.0
202546100607,Misskey競馬部百万ノート記念(C2),2025-10-06,ダ,1400,良,C,7,4,4,ミッドナイトデュー,2022102894,平瀬城久,result,黒木豊,result,465,4.0
202546100607,Misskey競馬部百万ノート記念(C2),2025-10-06,ダ,1400,良,C,8,5,5,チアフルマノン,2020105447,松戸政也,result,吉井一良,result,427,2.0
202546100608,C22,2025-10-06,ダ,1400,良,C,1,4,4,リケアディンブラ,2022103082,吉原寛人,result,加藤和義,result,473,5.0
202546100608,C22,2025-10-06,ダ,1400,良,C,2,1,1,トーアカフウ,2022105904,中島龍也,result,加藤和宏,result,433,0.0
202546100608,C22,2025-10-06,ダ,1400,良,C,3,5,5,ルビープリンセス,2018106579,魚住謙心,result,鋤田誠二,result,459,13.0
202546100608,C22,2025-10-06,ダ,1400,良,C,4,3,3,ズッシーノ,2019100949,吉田晃浩,result,鋤田誠二,result,441,6.0
202546100608,C22,2025-10-06,ダ,1400,良,C,5,2,2,ダスティー,2021100354,加藤翔馬,result,加藤和義,result,477,8.0
202546100608,C22,2025-10-06,ダ,1400,良,C,6,7,7,ルーナ,2021107306,松戸政也,result,田嶋弘幸,result,476,4.0
202546100608,C22,2025-10-06,ダ,1400,良,C,7,6,6,リコーパイソン,2015102098,甲賀弘隆,result,室井眞文,result,500,-1.0
202546100608,C22,2025-10-06,ダ,1400,良,C,8,8,8,ベアロケット,2021100668,服部大地,result,宗綱泰彦,result,406,-1.0
202546100609,B12,2025-10-06,ダ,1400,良,B,1,1,1,ジェイケイミリミリ,2019100921,魚住謙心,result,高橋俊之,result,469,2.0
202546100609,B12,2025-10-06,ダ,1400,良,B,2,2,2,グラシアーノ,2020104115,加藤翔馬,result,堀場裕充,result,444,4.0
202546100609,B12,2025-10-06,ダ,1400,良,B,3,4,4,ハートロック,2018102268,松戸政也,result,藤田弘治,result,516,0.0
202546100609,B12,2025-10-06,ダ,1400,良,B,4,3,3,ライズタイガ,2021101357,中島龍也,result,佐藤茂,result,477,9.0
202546100609,B12,2025-10-06,ダ,1400,良,B,5,6,6,イテザ,2017103303,青柳正義,result,鋤田誠二,result,487,10.0
202546100609,B12,2025-10-06,ダ,1400,良,B,6,8,8,ガクチカキッズ,2014105274,柴田勇真,result,堀場裕充,result,474,1.0
202546100609,B12,2025-10-06,ダ,1400,良,B,7,7,7,ヴァイタリティ,2020101790,吉田晃浩,result,藤田弘治,result,514,-4.0
202546100609,B12,2025-10-06,ダ,1400,良,B,8,5,5,ニキ,2021106917,吉原寛人,result,加藤和義,result,504,-5.0
202546100609,B12,2025-10-06,ダ,1400,良,B,9,8,9,ルパルテール,2019103311,栗原大河,result,菅原欣也,result,453,-1.0
202546100610,獅子吼高原特別(B1),2025-10-06,ダ,1500,良,B,1,4,4,ワタシデイイデスカ,2020105282,青柳正義,result,中川雅之,result,537,0.0
202546100610,獅子吼高原特別(B1),2025-10-06,ダ,1500,良,B,2,8,11,アポロミラクル,2018104018,中島龍也,result,加藤和宏,result,494,3.0
202546100610,獅子吼高原特別(B1),2025-10-06,ダ,1500,良,B,3,3,3,セラフィナイト,2018105237,栗原大河,result,藤田弘治,result,459,-9.0
202546100610,獅子吼高原特別(B1),2025-10-06,ダ,1500,良,B,4,1,1,ハガネ,2020101577,米倉知,result,藤田弘治,result,471,-4.0
202546100610,獅子吼高原特別(B1),2025-10-06,ダ,1500,良,B,5,7,8,ジェネロジテ,2020104060,甲賀弘隆,result,田嶋弘幸,result,500,-15.0
